ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,promotion,promotion_lower,promotion_upper,temperature_c,temperature_c_lower,temperature_c_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-12,337.39792674340765,290.7547020536413,325.3565161701273,337.39792674340765,337.39792674340765,-29.40733108132519,-29.40733108132519,-29.40733108132519,-13.838801759999999,-13.838801759999999,-13.838801759999999,9.291038397247092,9.291038397247092,9.291038397247092,0.0,0.0,0.0,9.291038397247092,9.291038397247092,9.291038397247092,-1.7344402375260624,-1.7344402375260624,-1.7344402375260624,-23.125127481046217,-23.125127481046217,-23.125127481046217,0.0,0.0,0.0,307.99059566208246
2024-01-13,337.0449891749621,297.97521728938335,332.03466804480854,337.0449891749621,337.0449891749621,-22.80030316059707,-22.80030316059707,-22.80030316059707,-13.838801759999999,-13.838801759999999,-13.838801759999999,12.089436688134683,12.089436688134683,12.089436688134683,0.0,0.0,0.0,12.089436688134683,12.089436688134683,12.089436688134683,1.2167560102761399,1.2167560102761399,1.2167560102761399,-22.267694099007894,-22.267694099007894,-22.267694099007894,0.0,0.0,0.0,314.244686014365
2024-01-14,336.6920516020222,296.45143115324066,330.13871457697144,336.6920516020222,336.6920516020222,-23.035962784413524,-23.035962784413524,-23.035962784413524,-13.838801759999999,-13.838801759999999,-13.838801759999999,9.880174879539215,9.880174879539215,9.880174879539215,0.0,0.0,0.0,9.880174879539215,9.880174879539215,9.880174879539215,2.2301567952656405,2.2301567952656405,2.2301567952656405,-21.30749269921838,-21.30749269921838,-21.30749269921838,0.0,0.0,0.0,313.6560888176087
2024-01-15,336.33911402908234,291.5325083172526,325.7722087383354,336.33911402908234,336.33911402908234,-27.11606414228381,-27.11606414228381,-27.11606414228381,-13.838801759999999,-13.838801759999999,-13.838801759999999,9.732890758966187,9.732890758966187,9.732890758966187,0.0,0.0,0.0,9.732890758966187,9.732890758966187,9.732890758966187,-2.739745868284676,-2.739745868284676,-2.739745868284676,-20.27040727296532,-20.27040727296532,-20.27040727296532,0.0,0.0,0.0,309.22304988679855
2024-01-16,335.9861764561424,351.8372288794459,384.7100493280674,335.9861764561424,335.9861764561424,31.937885676657743,31.937885676657743,31.937885676657743,-13.838801759999999,-13.838801759999999,-13.838801759999999,62.62501377329197,62.62501377329197,62.62501377329197,49.21002000000001,49.21002000000001,49.21002000000001,13.414993773291965,13.414993773291965,13.414993773291965,2.334512037500938,2.334512037500938,2.334512037500938,-19.182838374135162,-19.182838374135162,-19.182838374135162,0.0,0.0,0.0,367.92406213280015
2024-01-17,335.6332388832025,296.6816121935635,330.7297970777779,335.6332388832025,335.6332388832025,-21.17696781925551,-21.17696781925551,-21.17696781925551,-13.838801759999999,-13.838801759999999,-13.838801759999999,14.004130255584089,14.004130255584089,14.004130255584089,0.0,0.0,0.0,14.004130255584089,14.004130255584089,14.004130255584089,-3.2711762812455913,-3.2711762812455913,-3.2711762812455913,-18.071120033594006,-18.071120033594006,-18.071120033594006,0.0,0.0,0.0,314.45627106394704
2024-01-18,335.2803013102627,301.1202084894948,334.8060799314892,335.2803013102627,335.2803013102627,-16.74638889986714,-16.74638889986714,-16.74638889986714,-13.838801759999999,-13.838801759999999,-13.838801759999999,12.089436688134683,12.089436688134683,12.089436688134683,0.0,0.0,0.0,12.089436688134683,12.089436688134683,12.089436688134683,1.9639375440006723,1.9639375440006723,1.9639375440006723,-16.9609613720025,-16.9609613720025,-16.9609613720025,0.0,0.0,0.0,318.53391241039554
2024-01-19,334.927363736364,298.80833094431495,331.88234943496093,334.927363736364,334.927363736364,-18.91887846043535,-18.91887846043535,-18.91887846043535,-13.838801759999999,-13.838801759999999,-13.838801759999999,12.531289049853775,12.531289049853775,12.531289049853775,0.0,0.0,0.0,12.531289049853775,12.531289049853775,12.531289049853775,-1.7344402375406238,-1.7344402375406238,-1.7344402375406238,-15.876925512748508,-15.876925512748508,-15.876925512748508,0.0,0.0,0.0,316.00848527592865
2024-01-20,334.5744261624654,303.77330274536916,338.67539743450527,334.5744261624654,334.5744261624654,-12.576167753247743,-12.576167753247743,-12.576167753247743,-13.838801759999999,-13.838801759999999,-13.838801759999999,14.887834979022276,14.887834979022276,14.887834979022276,0.0,0.0,0.0,14.887834979022276,14.887834979022276,14.887834979022276,1.216756010271753,1.216756010271753,1.216756010271753,-14.841956982541776,-14.841956982541776,-14.841956982541776,0.0,0.0,0.0,321.99825840921767
2024-01-21,334.2214885885667,300.07893914911045,335.5983602230099,334.2214885885667,334.2214885885667,-15.310868970785815,-15.310868970785815,-15.310868970785815,-13.838801759999999,-13.838801759999999,-13.838801759999999,10.174743120685276,10.174743120685276,10.174743120685276,0.0,0.0,0.0,10.174743120685276,10.174743120685276,10.174743120685276,2.2301567952903247,2.2301567952903247,2.2301567952903247,-13.876967126761418,-13.876967126761418,-13.876967126761418,0.0,0.0,0.0,318.91061961778087
2024-01-22,333.86855101466807,296.4423293254663,331.0228949232647,333.86855101466807,333.86855101466807,-19.10972147757961,-19.10972147757961,-19.10972147757961,-13.838801759999999,-13.838801759999999,-13.838801759999999,10.469311361831343,10.469311361831343,10.469311361831343,0.0,0.0,0.0,10.469311361831343,10.469311361831343,10.469311361831343,-2.7397458682888893,-2.7397458682888893,-2.7397458682888893,-13.000485211122058,-13.000485211122058,-13.000485211122058,0.0,0.0,0.0,314.75882953708845
2024-01-23,333.51561344076936,306.70637506635074,340.6617858285319,333.51561344076936,333.51561344076936,-11.05409744078826,-11.05409744078826,-11.05409744078826,-13.838801759999999,-13.838801759999999,-13.838801759999999,12.678573170426809,12.678573170426809,12.678573170426809,0.0,0.0,0.0,12.678573170426809,12.678573170426809,12.678573170426809,2.334512037496632,2.334512037496632,2.334512037496632,-12.228380888711703,-12.228380888711703,-12.228380888711703,0.0,0.0,0.0,322.4615159999811
2024-01-24,333.16267586687076,301.97890765934073,336.2529896807939,333.16267586687076,333.16267586687076,-14.532225305216903,-14.532225305216903,-14.532225305216903,-13.838801759999999,-13.838801759999999,-13.838801759999999,14.15141437615712,14.15141437615712,14.15141437615712,0.0,0.0,0.0,14.15141437615712,14.15141437615712,14.15141437615712,-3.27117628124488,-3.27117628124488,-3.27117628124488,-11.573661640129144,-11.573661640129144,-11.573661640129144,0.0,0.0,0.0,318.63045056165384
2024-01-25,332.8097382930582,309.58807743360023,343.5344569493823,332.8097382930582,332.8097382930582,-7.296955338126248,-7.296955338126248,-7.296955338126248,-13.838801759999999,-13.838801759999999,-13.838801759999999,15.624255581887432,15.624255581887432,15.624255581887432,0.0,0.0,0.0,15.624255581887432,15.624255581887432,15.624255581887432,1.9639375440106357,1.9639375440106357,1.9639375440106357,-11.04634670402432,-11.04634670402432,-11.04634670402432,0.0,0.0,0.0,325.512782954932
2024-01-26,332.4568007192458,308.38308812926255,341.4308141611757,332.4568007192458,332.4568007192458,-7.362152726831893,-7.362152726831893,-7.362152726831893,-13.838801759999999,-13.838801759999999,-13.838801759999999,18.86450623449411,18.86450623449411,18.86450623449411,0.0,0.0,0.0,18.86450623449411,18.86450623449411,18.86450623449411,-1.7344402375352859,-1.7344402375352859,-1.7344402375352859,-10.653416963790718,-10.653416963790718,-10.653416963790718,0.0,0.0,0.0,325.0946479924139
2024-01-27,332.1038631454333,307.424839555349,342.06626699744714,332.1038631454333,332.1038631454333,-6.218355502186076,-6.218355502186076,-6.218355502186076,-13.838801759999999,-13.838801759999999,-13.838801759999999,16.802528546471674,16.802528546471674,16.802528546471674,0.0,0.0,0.0,16.802528546471674,16.802528546471674,16.802528546471674,1.216756010267366,1.216756010267366,1.216756010267366,-10.398838298925117,-10.398838298925117,-10.398838298925117,0.0,0.0,0.0,325.88550764324725
2024-01-28,331.7509255716209,304.9453797129542,340.7445149200793,331.7509255716209,331.7509255716209,-8.33002116795134,-8.33002116795134,-8.33002116795134,-13.838801759999999,-13.838801759999999,-13.838801759999999,13.56227789386499,13.56227789386499,13.56227789386499,0.0,0.0,0.0,13.56227789386499,13.56227789386499,13.56227789386499,2.230156795273425,2.230156795273425,2.230156795273425,-10.283654097089759,-10.283654097089759,-10.283654097089759,0.0,0.0,0.0,323.42090440366957
2024-01-29,331.3979879978084,300.0442668224216,334.8604021819036,331.3979879978084,331.3979879978084,-13.175126614624935,-13.175126614624935,-13.175126614624935,-13.838801759999999,-13.838801759999999,-13.838801759999999,13.709562014438026,13.709562014438026,13.709562014438026,0.0,0.0,0.0,13.709562014438026,13.709562014438026,13.709562014438026,-2.7397458682885563,-2.7397458682885563,-2.7397458682885563,-10.306141000774408,-10.306141000774408,-10.306141000774408,0.0,0.0,0.0,318.22286138318344
2024-01-30,331.0450504239959,302.1611566319253,336.85902588158075,331.0450504239959,331.0450504239959,-11.64428304988157,-11.64428304988157,-11.64428304988157,-13.838801759999999,-13.838801759999999,-13.838801759999999,10.32202724125831,10.32202724125831,10.32202724125831,0.0,0.0,0.0,10.32202724125831,10.32202724125831,10.32202724125831,2.3345120374923263,2.3345120374923263,2.3345120374923263,-10.462020568632209,-10.462020568632209,-10.462020568632209,0.0,0.0,0.0,319.40076737411437
2024-01-31,330.6921128676934,346.88023674365263,382.39853966727713,330.6921128676934,330.6921128676934,34.18118085307715,34.18118085307715,34.18118085307715,-13.838801759999999,-13.838801759999999,-13.838801759999999,62.035877290999835,62.035877290999835,62.035877290999835,49.21002000000001,49.21002000000001,49.21002000000001,12.825857290999839,12.825857290999839,12.825857290999839,-3.2711762812439193,-3.2711762812439193,-3.2711762812439193,-10.74471839667878,-10.74471839667878,-10.74471839667878,0.0,0.0,0.0,364.87329372077056
2024-02-01,330.3391753113909,301.8718145803447,336.19297338950054,330.3391753113909,330.3391753113909,-11.520225400941294,-11.520225400941294,-11.520225400941294,-13.838801759999999,-13.838801759999999,-13.838801759999999,11.50030020584256,11.50030020584256,11.50030020584256,0.0,0.0,0.0,11.50030020584256,11.50030020584256,11.50030020584256,1.9639375439823703,1.9639375439823703,1.9639375439823703,-11.145661390766225,-11.145661390766225,-11.145661390766225,0.0,0.0,0.0,318.8189499104496
2024-02-02,329.9862377550884,297.61954178089997,330.8528069662101,329.9862377550884,329.9862377550884,-14.549272149396304,-14.549272149396304,-14.549272149396304,-13.838801759999999,-13.838801759999999,-13.838801759999999,12.678573170426809,12.678573170426809,12.678573170426809,0.0,0.0,0.0,12.678573170426809,12.678573170426809,12.678573170426809,-1.7344402375299477,-1.7344402375299477,-1.7344402375299477,-11.654603322293163,-11.654603322293163,-11.654603322293163,0.0,0.0,0.0,315.4369656056921
2024-02-03,329.63330019878583,295.13946870291676,331.1696199629791,329.63330019878583,329.63330019878583,-16.180112373242245,-16.180112373242245,-16.180112373242245,-13.838801759999999,-13.838801759999999,-13.838801759999999,8.701901914954965,8.701901914954965,8.701901914954965,0.0,0.0,0.0,8.701901914954965,8.701901914954965,8.701901914954965,1.216756010285561,1.216756010285561,1.216756010285561,-12.259968538482779,-12.259968538482779,-12.259968538482779,0.0,0.0,0.0,313.4531878255436
2024-02-04,329.28036264248334,298.7453945616453,334.15090553390473,329.28036264248334,329.28036264248334,-12.615696129501037,-12.615696129501037,-12.615696129501037,-13.838801759999999,-13.838801759999999,-13.838801759999999,11.942152567561653,11.942152567561653,11.942152567561653,0.0,0.0,0.0,11.942152567561653,11.942152567561653,11.942152567561653,2.2301567952819497,2.2301567952819497,2.2301567952819497,-12.94920373234464,-12.94920373234464,-12.94920373234464,0.0,0.0,0.0,316.6646665129823
2024-02-05,328.9274250861808,294.60106182782874,329.13153797942863,328.9274250861808,328.9274250861808,-16.136261244944038,-16.136261244944038,-16.136261244944038,-13.838801759999999,-13.838801759999999,-13.838801759999999,14.15141437615712,14.15141437615712,14.15141437615712,0.0,0.0,0.0,14.15141437615712,14.15141437615712,14.15141437615712,-2.7397458682778866,-2.7397458682778866,-2.7397458682778866,-13.709127992823273,-13.709127992823273,-13.709127992823273,0.0,0.0,0.0,312.79116384123677
2024-02-06,328.5744875253747,293.3468817554471,327.3709537562042,328.5744875253747,328.5744875253747,-17.475943860382785,-17.475943860382785,-17.475943860382785,-13.838801759999999,-13.838801759999999,-13.838801759999999,8.554617794381937,8.554617794381937,8.554617794381937,0.0,0.0,0.0,8.554617794381937,8.554617794381937,8.554617794381937,2.334512037494049,2.334512037494049,2.334512037494049,-14.52627193225877,-14.52627193225877,-14.52627193225877,0.0,0.0,0.0,311.0985436649919
2024-02-07,328.2215499645687,288.17215557752303,323.93907467036496,328.2215499645687,328.2215499645687,-23.353421263060685,-23.353421263060685,-23.353421263060685,-13.838801759999999,-13.838801759999999,-13.838801759999999,9.14375427667406,9.14375427667406,9.14375427667406,0.0,0.0,0.0,9.14375427667406,9.14375427667406,9.14375427667406,-3.2711762812429583,-3.2711762812429583,-3.2711762812429583,-15.387197498491785,-15.387197498491785,-15.387197498491785,0.0,0.0,0.0,304.868128701508
2024-02-08,327.8686124037626,292.7013116190567,325.1830360936128,327.8686124037626,327.8686124037626,-19.009901029116566,-19.009901029116566,-19.009901029116566,-13.838801759999999,-13.838801759999999,-13.838801759999999,9.14375427667406,9.14375427667406,9.14375427667406,0.0,0.0,0.0,9.14375427667406,9.14375427667406,9.14375427667406,1.9639375439923337,1.9639375439923337,1.9639375439923337,-16.278791089782956,-16.278791089782956,-16.278791089782956,0.0,0.0,0.0,308.858711374646
2024-02-09,327.5156748429565,281.7907461238097,317.1245846184165,327.5156748429565,327.5156748429565,-27.741966860946366,-27.741966860946366,-27.741966860946366,-13.838801759999999,-13.838801759999999,-13.838801759999999,5.019798900629186,5.019798900629186,5.019798900629186,0.0,0.0,0.0,5.019798900629186,5.019798900629186,5.019798900629186,-1.7344402375290597,-1.7344402375290597,-1.7344402375290597,-17.18852376404649,-17.18852376404649,-17.18852376404649,0.0,0.0,0.0,299.77370798201014
2024-02-10,327.1627372821505,285.6461202754608,319.96425800148427,327.1627372821505,327.1627372821505,-24.823215753782804,-24.823215753782804,-24.823215753782804,-13.838801759999999,-13.838801759999999,-13.838801759999999,5.903503624067375,5.903503624067375,5.903503624067375,0.0,0.0,0.0,5.903503624067375,5.903503624067375,5.903503624067375,1.2167560103037565,1.2167560103037565,1.2167560103037565,-18.104673628153932,-18.104673628153932,-18.104673628153932,0.0,0.0,0.0,302.3395215283677
2024-02-11,326.8097997242238,283.1754003681203,318.8871521768505,326.8097997242238,326.8097997242238,-26.341773532406155,-26.341773532406155,-26.341773532406155,-13.838801759999999,-13.838801759999999,-13.838801759999999,4.283378297764031,4.283378297764031,4.283378297764031,0.0,0.0,0.0,4.283378297764031,4.283378297764031,4.283378297764031,2.2301567952858417,2.2301567952858417,2.2301567952858417,-19.016506865456027,-19.016506865456027,-19.016506865456027,0.0,0.0,0.0,300.46802619181767
2024-02-12,326.4568621662972,277.4017916968753,311.4176318981983,326.4568621662972,326.4568621662972,-32.946005198683984,-32.946005198683984,-32.946005198683984,-13.838801759999999,-13.838801759999999,-13.838801759999999,3.5469576948988752,3.5469576948988752,3.5469576948988752,0.0,0.0,0.0,3.5469576948988752,3.5469576948988752,3.5469576948988752,-2.739745868296984,-2.739745868296984,-2.739745868296984,-19.91441526528587,-19.91441526528587,-19.91441526528587,0.0,0.0,0.0,293.5108569676132
2024-02-13,326.10392460837056,277.43890131080303,310.7693046789574,326.10392460837056,326.10392460837056,-32.28216043574112,-32.28216043574112,-32.28216043574112,-13.838801759999999,-13.838801759999999,-13.838801759999999,0.012138801146130203,0.012138801146130203,0.012138801146130203,0.0,0.0,0.0,0.012138801146130203,0.012138801146130203,0.012138801146130203,2.3345120374957706,2.3345120374957706,2.3345120374957706,-20.790009514383016,-20.790009514383016,-20.790009514383016,0.0,0.0,0.0,293.82176417262946
2024-02-14,325.750987050444,271.8097283388577,304.9854883630581,325.750987050444,325.750987050444,-37.40845100986644,-37.40845100986644,-37.40845100986644,-13.838801759999999,-13.838801759999999,-13.838801759999999,1.3376958863034083,1.3376958863034083,1.3376958863034083,0.0,0.0,0.0,1.3376958863034083,1.3376958863034083,1.3376958863034083,-3.271176281246019,-3.271176281246019,-3.271176281246019,-21.63616885492383,-21.63616885492383,-21.63616885492383,0.0,0.0,0.0,288.34253604057756
2024-02-15,325.3980494925174,324.8669159148939,360.6437072687948,325.3980494925174,325.3980494925174,16.66765506267845,16.66765506267845,16.66765506267845,-13.838801759999999,-13.838801759999999,-13.838801759999999,50.98956824802251,50.98956824802251,50.98956824802251,49.21002000000001,49.21002000000001,49.21002000000001,1.7795482480225027,1.7795482480225027,1.7795482480225027,1.9639375439890214,1.9639375439890214,1.9639375439890214,-22.447048969333082,-22.447048969333082,-22.447048969333082,0.0,0.0,0.0,342.0657045551958
2024-02-16,325.04511193459075,272.27216707369683,306.8104821693488,325.04511193459075,325.04511193459075,-35.24433538657508,-35.24433538657508,-35.24433538657508,-13.838801759999999,-13.838801759999999,-13.838801759999999,3.5469576948988752,3.5469576948988752,3.5469576948988752,0.0,0.0,0.0,3.5469576948988752,3.5469576948988752,3.5469576948988752,-1.734440237543621,-1.734440237543621,-1.734440237543621,-23.218051083930334,-23.218051083930334,-23.218051083930334,0.0,0.0,0.0,289.8007765480157
2024-02-17,324.69217437324534,271.48233044080246,306.05962286650106,324.69217437324534,324.69217437324534,-35.52467436762477,-35.52467436762477,-35.52467436762477,-13.838801759999999,-13.838801759999999,-13.838801759999999,1.043127645157347,1.043127645157347,1.043127645157347,0.0,0.0,0.0,1.043127645157347,1.043127645157347,1.043127645157347,1.216756010299369,1.216756010299369,1.216756010299369,-23.945756263081485,-23.945756263081485,-23.945756263081485,0.0,0.0,0.0,289.1675000056206
2024-02-18,324.33923681189987,274.10519161959553,307.576261028696,324.33923681189987,324.33923681189987,-32.68951693975437,-32.68951693975437,-32.68951693975437,-13.838801759999999,-13.838801759999999,-13.838801759999999,3.5469576948988752,3.5469576948988752,3.5469576948988752,0.0,0.0,0.0,3.5469576948988752,3.5469576948988752,3.5469576948988752,2.230156795289733,2.230156795289733,2.230156795289733,-24.627829669942976,-24.627829669942976,-24.627829669942976,0.0,0.0,0.0,291.6497198721455
2024-02-19,323.98629925055445,257.2627217019008,293.4669680475807,323.98629925055445,323.98629925055445,-47.867957952847455,-47.867957952847455,-47.867957952847455,-13.838801759999999,-13.838801759999999,-13.838801759999999,-6.026510142348146,-6.026510142348146,-6.026510142348146,0.0,0.0,0.0,-6.026510142348146,-6.026510142348146,-6.026510142348146,-2.7397458682863136,-2.7397458682863136,-2.7397458682863136,-25.262900182213,-25.262900182213,-25.262900182213,0.0,0.0,0.0,276.118341297707
2024-02-20,323.63336168920904,267.512453046352,300.81317636779374,323.63336168920904,323.63336168920904,-39.55183389188562,-39.55183389188562,-39.55183389188562,-13.838801759999999,-13.838801759999999,-13.838801759999999,-2.1971230074493366,-2.1971230074493366,-2.1971230074493366,0.0,0.0,0.0,-2.1971230074493366,-2.1971230074493366,-2.1971230074493366,2.334512037495566,2.334512037495566,2.334512037495566,-25.850421161931855,-25.850421161931855,-25.850421161931855,0.0,0.0,0.0,284.0815277973234
2024-02-21,323.28042412786357,256.7867985029193,290.7857579964149,323.28042412786357,323.28042412786357,-48.64330184427689,-48.64330184427689,-48.64330184427689,-13.838801759999999,-13.838801759999999,-13.838801759999999,-5.142805418909959,-5.142805418909959,-5.142805418909959,0.0,0.0,0.0,-5.142805418909959,-5.142805418909959,-5.142805418909959,-3.2711762812490806,-3.2711762812490806,-3.2711762812490806,-26.390518384117843,-26.390518384117843,-26.390518384117843,0.0,0.0,0.0,274.6371222835867
2024-02-22,322.92748656651816,266.72562767114937,301.42635872964775,322.92748656651816,322.92748656651816,-38.89384066843474,-38.89384066843474,-38.89384066843474,-13.838801759999999,-13.838801759999999,-13.838801759999999,-0.13514531942690303,-0.13514531942690303,-0.13514531942690303,0.0,0.0,0.0,-0.13514531942690303,-0.13514531942690303,-0.13514531942690303,1.9639375439989848,1.9639375439989848,1.9639375439989848,-26.883831133006822,-26.883831133006822,-26.883831133006822,0.0,0.0,0.0,284.0336458980834
2024-02-23,322.574549009763,253.14235334126997,286.02545925560725,322.574549009763,322.574549009763,-52.760491562027916,-52.760491562027916,-52.760491562027916,-13.838801759999999,-13.838801759999999,-13.838801759999999,-9.855897277246955,-9.855897277246955,-9.855897277246955,0.0,0.0,0.0,-9.855897277246955,-9.855897277246955,-9.855897277246955,-1.7344402375183836,-1.7344402375183836,-1.7344402375183836,-27.331352287262572,-27.331352287262572,-27.331352287262572,0.0,0.0,0.0,269.8140574477351
2024-02-24,322.2216114530079,254.03202589421542,288.57913502457393,322.2216114530079,322.2216114530079,-51.24320472268345,-51.24320472268345,-51.24320472268345,-13.838801759999999,-13.838801759999999,-13.838801759999999,-10.886886121258174,-10.886886121258174,-10.886886121258174,0.0,0.0,0.0,-10.886886121258174,-10.886886121258174,-10.886886121258174,1.2167560102949821,1.2167560102949821,1.2167560102949821,-27.734272851720267,-27.734272851720267,-27.734272851720267,0.0,0.0,0.0,270.9784067303244
2024-02-25,321.8686738962527,254.44741483251835,288.3646522087008,321.8686738962527,321.8686738962527,-50.73665108046128,-50.73665108046128,-50.73665108046128,-13.838801759999999,-13.838801759999999,-13.838801759999999,-11.034170241831205,-11.034170241831205,-11.034170241831205,0.0,0.0,0.0,-11.034170241831205,-11.034170241831205,-11.034170241831205,2.230156795298258,2.230156795298258,2.230156795298258,-28.093835873928338,-28.093835873928338,-28.093835873928338,0.0,0.0,0.0,271.1320228157914
2024-02-26,321.51573633949755,242.82917798775063,277.62256494022546,321.51573633949755,321.51573633949755,-61.17886612386036,-61.17886612386036,-61.17886612386036,-13.838801759999999,-13.838801759999999,-13.838801759999999,-16.189114461887296,-16.189114461887296,-16.189114461887296,0.0,0.0,0.0,-16.189114461887296,-16.189114461887296,-16.189114461887296,-2.739745868290527,-2.739745868290527,-2.739745868290527,-28.41120403368254,-28.41120403368254,-28.41120403368254,0.0,0.0,0.0,260.3368702156372
